bag_size_train,surv_loss_train,loss_train,c_index_train,bag_size_test,surv_loss_test,loss_test,c_index_test
16.0,18125.8046875,18125.8046875,0.9943907980687304,16.0,313.96441650390625,313.96441650390625,0.7875095201827875
